1.160946652	3.316569433	1
0.38487582	2.260153747	1
0.761007339	4.373629828	1
1.614980689	4.262774122	1
0.09860026	3.65972646	1
1.348077718	2.806106033	1
1.947959158	2.44571606	1
-0.729874472	1.744044932	1
1.097125076	2.115918701	1
2.378577431	1.835219127	1
0.083266271	1.930344105	1
-0.035666336	3.575700237	1
0.775854835	5.247778414	1
3.702192521	3.238687292	1
1.520233681	3.761270683	1
0.540283172	2.645355751	1
1.765993572	0.792259051	1
0.197300055	2.962810082	1
0.737804531	3.032818172	1
2.583480368	1.819281318	1
2.658708197	3.176503539	1
0.609905297	4.478013272	1
-0.077469045	2.773043668	1
0.757464666	2.118627679	1
-0.578706137	3.521825087	1
0.105281429	3.480749457	1
1.516387038	2.423448998	1
-0.629791038	3.165373655	1
1.296839255	3.096173028	1
1.278366492	1.920453373	1
-0.132841769	1.956272985	1
0.675499448	2.447407465	1
-0.336061631	2.855356896	1
1.380607523	3.255553106	1
3.013499849	2.354245447	1
-0.436000339	3.366965786	1
2.042053252	1.544597306	1
1.244543674	3.361713789	1
2.385596202	3.584738889	1
1.248287439	4.230370256	1
1.133289292	3.136122213	1
-1.255822895	2.243580667	1
0.601131188	3.201461556	1
1.199769404	4.235044952	1
2.22291798	3.122176622	1
0.657072369	5.26921479	1
0.856234303	4.36709151	1
1.412032154	1.903004049	1
2.228924154	0.890772143	1
2.420922879	2.507776893	1
0.905663028	4.625852881	1
1.154736996	4.216257757	1
0.270625424	2.763933454	1
0.314389287	2.832322168	1
-0.409298841	3.140998785	1
0.060084375	1.563497526	1
-0.603392264	2.940976765	1
1.00958781	3.640115781	1
0.589222291	3.001280708	1
1.120033718	3.619913414	1
4.15593403	2.428603382	-1
1.281007996	0.228825418	-1
3.965984241	0.363030815	-1
3.453600724	1.343181227	-1
3.012698357	2.807333263	-1
4.002859369	-0.472965581	-1
3.708761995	-0.502839376	-1
2.477955241	0.87830128	-1
2.909521451	-1.383074668	-1
5.883475381	2.951834744	-1
2.052119721	1.980878189	-1
2.573877394	1.098752038	-1
2.697184223	-0.250562879	-1
4.33410459	-0.419155234	-1
6.665218053	2.669366414	-1
7.098151856	1.992857373	-1
5.841945497	2.372013361	-1
0.886507705	0.535807945	-1
5.434529674	0.227521248	-1
4.095964149	0.046365032	-1
2.580619291	3.884147197	-1
6.312890395	0.8693425	-1
3.221718974	1.536513803	-1
3.44736994	1.59473428	-1
3.441018149	-0.149762915	-1
3.303631577	-0.163882668	-1
3.627821346	2.097351743	-1
4.535091204	2.11474176	-1
4.771577499	2.703748754	-1
3.940022963	0.966522272	-1
2.479707397	1.607438522	-1
4.176090446	1.655817856	-1
3.468347535	2.256035648	-1
3.199697079	-1.091080679	-1
2.832193484	0.292876644	-1
2.358361831	0.411035762	-1
3.84482036	1.789895929	-1
3.935608566	0.906999298	-1
5.286970514	3.140953682	-1
5.964247225	1.9440478	-1
